// J23 1304

'cause [ˈkɔːz]
Mohammedan [məʋ'hæmidən]
Mohawk ['məʋhɔ:k]
Mohican [məʋ'hi:kən]
moiety ['mɔiəti:]
moireI n [mwa:]
moist [mɔist]
moisten [mɔis°n]
moisture ['mɔisʧə]
moistureless ['mɔisʧələs]
moistureproof ['mɔisʧəpru:f]
moisturize ['mɔisʧəraiz]
moisturizer ['mɔisʧə.raizə]
moisty ['mɔisti]
moke [məʋk]
molasses [mə'læsiz]
mold [məʋld]
Moldavian [mɒl'deiviən]
Moldova [mɒl'dəuvə]
mole-eyed ['məʋlaid]
molecular [mə'lekjʋlə]
molecule ['mɒli.kju:l]
molehill ['məʋl.hil]
moleskin ['məʋl.skin]
molest [mə'lest]
molestation [.məʋle'steiʃ°n]
molestful [mə'lestf°l]
mollification [.mɒlifi'keiʃ°n]
mollify ['mɒlifai]
mollusc ['mɒləsk]
molluscous [mɒ'lɑskəs]
mollycoddle ['mɒli.kɒd°l]
molten ['məʋltən]
molybdenite [mə'libdinait]
molybdenum [mə'libdənəm]
moment ['məʋmənt]
momentarily ['məʋmənt°rəli]
momentariness ['məʋmentərinəs]
momentary ['məʋməntəri]
momently ['məʋməntli]
momentous [məʋ'mentəs]
momentum [məʋ'mentəm]
monachal ['mɒnək°l]
monachism ['mɒnəkiz°m]
monad ['mɒnæd]
monadic [mə'nædik]
monarch ['mɒnək]
monarchal [mə'na:k°l]
monarchic [mə'na:kik]
monarchic(al) [mə'na:kik°l]
monarchist ['mɒnəkist]
monarchy ['mɒnəki]
monastery ['mɒnəstəri]
monastic [mə'næstik]
monasticism [mə'næstisiz°m]
Monday ['mʌndei]
monde [mɒnd]
mondial ['mɒndiəl]
monetarist ['mʌnitərist]
monetary ['mʌnit°ri]
monetize ['mʌnitaiz]
money ['mʌni]
money's-worth ['mʌnizwз:θ]
money-bill ['mʌnibil]
money-box ['mʌnibɒks]
money-changer ['mʌni.ʧeinʤə]
money-market ['mʌni.ma:kit]
money-order ['mʌni.ɔ:də]
money-spinner ['mʌni.spinə]
moneyed ['mʌnid]
moneylender ['mʌni.lendə]
moneyless ['mʌniləs]
moneywort ['mʌniwз:t]
monger ['mʌŋgə]
Mongol [mɒŋg°l]
Mongolian [mɒŋ'gəʋliən]
mongoose ['mɒŋgu:s]
mongrel ['mʌŋgrəl]
monism ['mɒniz°m]
monistic [mɒ'nistik]
monition [mə'niʃ°n]
monitor ['mɒnitə]
monitorial [.mɒni'tɔ:riəl]
monitory ['mɒnitəri]
monk [mʌŋk]
monkey business ['mʌŋki.biznəs]
monkey ['mʌŋki]
monkey-bread ['mʌŋkibred]
monkey-jacket ['mʌŋki.ʤækit]
monkey-nut ['mʌŋkinʌt]
monkey-puzzle ['mʌŋki.pʌz°l]
monkey-wrench ['mʌŋkirenʧ]
monkeyish ['mʌŋkiiʃ]
monkeyshine ['mʌŋkiʃain]
monkhood ['mʌŋkhʋd]
monkish ['mʌŋkiʃ]
mono ['mɒnəʋ]
monobasic [.mɒnəʋ'beisik]
monochord ['mɒnəkɔ:d]
monochromatic [.mɒnəkrəʋ'mætik]
monochrome ['mɒnə.krəʋm]
monocle ['mɒnək°l]
monoclinic [.mɒnə'klinik]
monocotyledon [.mɒnəʋkɒti'li:d°n]
monocracy [mɒ'nɒkrəsi]
monocular [mɒ'nɒkjʋlə]
monocycle ['mɒnə.saik°l]
monocyclic [.mɒnəʋ'saiklik]
monoecious [mɒ'ni:ʃəs]
monoethnic [.mɒnəʋ'eθnik]
monogamy [mə'nɒgəmi]
monogenesis [.mɒnə'ʤenisis]
monogram ['mɒnəgræm]
monograph ['mɒnəgra:f]
monographer [mə'nɒgrəfə]
monographic [.mɒnə'græfik]
monogyny [mə'nɒʤəni]
monolith ['mɒnəliθ]
monolithic [.mɒnə'liθik]
monologue ['mɒnəlɒg]
monomania [.mɒnəʋ'meiniə]
monomaniac [.mɒnəʋ'meiniæk]
monometer [mə'nɒmitə]
monometric [.mɒnə'metrik]
monophase ['mɒnəfeiz]
monoplane ['mɒnəplein]
monopole ['mɒnəpəʋl]
monopolist [mə'nɒpəlist]
monopolistic [mə.nɒpə'listik]
monopolize [mə'nɒpəlaiz]
monopoly [mə'nɒpəli]
monorail ['mɒnəʋreil]
monosyllabic [.mɒnəʋsi'læbik]
monosyllable ['mɒnəʋ.siləb°l]
monotechnics [.mɒnəʋ'tekniks]
monotheism ['mɒnəʋθi:.iz°m]
monotheistic [.mɒnəʋθi:'istik]
monotint ['mɒnətint]
monotone ['mɒnə.təʋn]
monotonous [mə'nɒtənəs]
monotony [mə'nɒtəni]
monotype ['mɒnəʋtaip]
monovalence [.mɒnəʋ'veiləns]
monovalent [.mɒnəʋ'velənt]
monoxide [mə'nɒksaid]
monsoon [.mɒn'su:n]
monster ['mɒnstə]
monstrance ['mɒnstrəns]
monstrosity [mɒn'strɒsəti]
monstrous ['mɒnstrəs]
monstrousness ['mɒnstrəsnəs]
montane ['mɒntein]
month [mʌnθ]
monthly ['mʌnθli]
monticle ['mɒntik°l]
monument ['mɒnjʋmənt]
monumental [.mɒnjʋ'ment°l]
monumentalize [.mɒnjʋ'ment°laiz]
moo [mu:]
mooch [mu:ʧ]
moody ['mu:di]
moon blindness ['mu:n.blaindnəs]
moon [mu:n]
moonbeam ['mu:nbi:m]
mooncalf ['mu:nka:f]
mooneye ['mu:nai]
moonfaced ['mu:nfeist]
moonlight ['mu:nlait]
moonlit ['mu:nlit]
moonrise ['mu:nraiz]
moonscape ['mu:nskeip]
moonshine ['mu:nʃain]
moonshiner ['mu:nʃainə]
moonstone ['mu:nstəʋn]
moonstruck ['mu:nstrʌk]
moony ['mu:ni]
Moor [mʋə]
moorage ['mʋəriʤ]
mooring ['mʋəriŋ]
Moorish ['mʋəriʃ]
moorland ['mʋələnd]
Moorman ['mʋəmən]
moose [mu:s]
moot [mu:t]
mope [məʋp]
mopish ['məʋpiʃ]
moraine [mə'rein]
moral ['mɒrəl]
morale [mə'ra:l]
moralist ['mɒrəlist]
moralistic [.mɒrə'listik]
morality [mə'ræləti]
moralize ['mɒrəlaiz]
morally ['mɒrəli]
morass [mə'ræs]
moratorium [.mɒrə'tɔ:riəm]
moratory ['mɒrət°ri]
Moravian [mə'reiviən]
morbid ['mɔ:bid]
morbidity [mɔ:'bidəti]
morbidness ['mɔ:bidnəs]
morbific [mɔ:'bifik]
mordacity [mɔ:'dæsəti]
mordant ['mɔ:d°nt]
more [mɔ:]
moreen [mɔ:'ri:n]
moreover [mɔ:r'əʋvə]
Moresque [mɔ:'resk]
morganatic [.mɔ:gə'nætik]
morgay ['mɔ:gei]
moribund ['mɒribʌnd]
Mormon ['mɔ:mən]
morning ['mɔ:niŋ]
morocco [mə'rɒkəʋ]
moron ['mɔ:rɒn]
moronic [mə'rɒnik]
morose [mə'rəʋs]
morph [mɔ:f]
morphia ['mɔ:fiə]
morphine ['mɔ:fi:n]
morphologic [.mɔ:fə'lɒʤik]
morphologic(al) [.mɔ:fə'lɒʤik°l]
morphology [mɔ:'fɒləʤi]
Morse code [.mɔ:s'kəʋd]
morse [mɔ:s]
morsel [mɔ:s°l]
mortal [mɔ:t°l]
mortality [mɔ:'tæləti]
mortally ['mɔ:təli]
mortar ['mɔ:tə]
mortgage ['mɔ:giʤ]
mortgagee [.mɔ:gi'ʤi:]
mortice ['mɔ:tis]
mortician [mɔ:'tiʃ°n]
mortification [.mɔ:tifi'keiʃ°n]
mortify ['mɔ:tifai]
mortise ['mɔ:tis]
mortmain ['mɔ:tmein]
mortuary ['mɔ:tjʋəri]
mosaic [məʋ'zeiik]
moselle [məʋ'zel]
mosey ['məʋzi]
Moslem ['mɒzlem]
mosque [mɒsk]
mosquito craft [mə'ski:təʋkra:ft]
mosquito [mə'ski:təʋ]
moss rose ['mɒsrəʋz]
moss [mɒs]
moss-back ['mɒsbæk]
moss-grown ['mɒsgrəʋn]
moss-trooper ['mɒs.tru:pə]
mossberry ['mɒsbəri]
mossy ['mɒsi]
most [məʋst]
mostly ['məʋstli]
mot [məʋ]
motel [məʋ'tel]
moth [mɒθ]
mothball ['mɒθbɔ:l]
mother of thousands [.mʌðərəv'-θaʋz°ndz]
mother ['mʌðə]
mother's mark ['mʌðəzma:k]
mother-in-law ['mʌðəriŋlɔ:]
mother-of-pearl [.mʌðərəv'pз:l]
motherhood ['mʌðə.hʋd]
Mothering Sunday ['mʌðəriŋ. sʌndei]
motherland ['mʌðəlænd]
motherly ['mʌðəli]
motif [məʋ'ti:f]
motion picture [.məʋʃ°n'pikʧə]
motion [məʋʃ°n]
motional [məʋʃ°nəl]
motionless ['məʋʃ°nləs]
motivation [.məʋti'veiʃ°n]
motive ['məʋtiv]
motiveless ['məʋtivləs ]
motivity [məʋ'tivəti]
motley ['mɒtli]
motor bus ['məʋtəbʌs]
motor ship ['məʋtəʃip]
motor vehicle [.məʋtə'vi:ik°l]
motor ['məʋtə]
motor-car ['məʋtəka:]
motorbike ['məʋtəbaik]
motorboat ['məʋtəbəʋt]
motorcade ['məʋtəkeid]
motorcycle ['məʋtə.saik°l]
motorcyclist ['məʋtə.saiklist]
motored ['məʋtəd]
motoring ['məʋtəriŋ]
motorist ['məʋtərist]
motorization [.məʋtərai'zeiʃ°n]
motorman ['məʋtəmən]
motory ['məʋtəri]
mottle [mɒt°l]
mottled [mɒt°ld]
motto ['mɒtəʋ]
mouldboard ['məʋldbɔ:d]
mouldiness ['məʋldinəs]
moulding ['məʋldiŋ]
moult [məʋlt]
mountain bike ['maʋntin baik]
mountain ['maʋntin]
mountaineer [.maʋnti'niə]
mountaineering [.maʋnti'niəriŋ]
mountainous ['maʋntinəs]
mountainside ['maʋntinsaid]
mountaintop ['maʋntintɒp]
mounted ['maʋntid]
mounting ['maʋntiŋ]
mourn [mɔ:n]
mourner ['mɔ:nə]
mournful [mɔ:nf°l]
mourning ['mɔ:niŋ]
mouse mat ['maʋs mæt]
mouse [maʋs]
mousehole ['maʋshəʋl]
mouser ['maʋzə]
mousetrap ['maʋstræp]
mousse [mu:s]
mousseline [mu:'sli:n]
moustache [mə'sta:ʃ]
mousy ['maʋsi]
mouth organ ['maʋθ.ɔ:gən]
mouth-filling ['maʋθ.filiŋ]
mouthful ['maʋθfʋl]
mouthI n [maʋθ]
mouthpiece ['maʋθpi:s]
mouthwash ['maʋθwɒʃ]
mouthy ['maʋði]
movability [.mu:və'biləti]
movable ['mu:vəb°l]
movables ['mu:vəbəlz]
move [mu:v]
moveless ['mu:vləs]
movement ['mu:vmənt]
mover ['mu:və]
movie ['mu:vi]
moving ['mu:viŋ]
movingness ['mu:viŋnəs]
mower ['məʋə]
mowing machine ['məʋiŋmə.ʃi:n]
moxie ['mɒksi]
Ms [miz, məz]
MSc [.em es 'si:]
much [mʌʧ]
mucilage ['mju:siliʤ]
muck [mʌk]
mucker ['mʌkə]
muckheap ['mʌkhi:p]
muckrake ['mʌkreik]
muckworm ['mʌkwз:m]
mucky ['mʌki]
mucous ['mju:kəs]
mucus ['mju:kəs]
mud box ['mʌdbɒks]
mud [mʌd]
mudbath ['mʌdba:θ]
muddiness ['mʌdinəs]
muddle [mʌd°l]
muddle-headed [.mʌd°l'hedid]
muddy ['mʌdi]
mudguard ['mʌdga:d]
mudlark ['mʌdla:k]
mudsill ['mʌd.sil]
mudslinger ['mʌd.sliŋə]
muesli ['mju:zli]
muezzin [mʋ'ezin]
muffin ['mʌfin]
muffineer [.mʌfi'niə]
muffle [mʌf°l]
muffler ['mʌflə]
mugger ['mʌgə]
muggins ['mʌginz]
muggy ['mʌgi]
mulatto [mjʋ'lætəʋ]
mulberry ['mʌlbəri]
mulch [mʌlʧ]
muleteer [.mju:lə'tiə]
muliebrity [.mju:li'ebriti]
mulish ['mju:liʃ]
mulishness ['mju:liʃnəs]
mullah ['mʌlə]
mullein ['mʌlin]
mullet ['mʌlit]
mulligrubs ['mʌligrʌbs]
mullock ['mʌlək]
multangular [mʌl'tæŋgjʋlə]
multeity [mʌl'ti:iti]
multicentric [.mʌlti'sentrik]
multicolour ['mʌlti.kʌlə]
multicompany ['mʌlti.kʌmpəni]
multicultural [.mʌlti'kʌlʧərəl]
multidimensional [.mʌltidai'men-ʃ°nəl]
multidimensionality ['mʌltidai'men-ʃ°'næləti]
multiengined [.mʌlti'enʤind]
multifarious [.mʌlti'feəriəs]
multifold ['mʌltifəʋld]
multifont ['mʌltifɒnt]
multiform ['mʌltifɔ:m]
multiformity [.mʌlti'fɔ:məti]
multihull ['mʌltihʌl]
multilateral [.mʌlti'læt°rəl]
multilayer [.mʌlti'leiə]
multilingual [.mʌlti'liŋgwəl]
multimarket [.mʌlti'ma:kit]
multimedia [.mʌlti'mi:diə]
multimeter [mʌl'timitə]
multimillionaire [.mʌltimiljə'neə]
multinational [.mʌlti'næʃ°nəl]
multinationalism [.mʌlti'næʃ°nə-liz°m]
multipack ['mʌltipæk]
multipartite [.mʌlti'pa:tait]
multipath ['mʌltipa:θ]
multiphase ['mʌltifeiz]
multiphoton [.mʌlti'fəʋtɒn]
multiple ['mʌltip°l]
multiplex ['mʌlti.pleks]
multiplicand [.mʌltipli'kænd]
multiplication [.mʌltipli'keiʃ°n]
multiplicative [.mʌlti'plikətiv]
multiplicity [.mʌlti'plisəti]
multiplier ['mʌltiplaiə]
multiply ['mʌltiplai]
multiracial [.mʌlti'reiʃ°l]
multiresistant [.mʌltiri'zistənt]
multiscreen ['mʌltiskri:n]
multisensory [.mʌlti'sensəri]
multispectral [.mʌlti'spektrəl]
multistage ['mʌltisteiʤ]
multisyllable ['mʌlti.siləb°l]
multitude ['mʌltitju:d]
multitudinous [.mʌlti'tju:dinəs]
multivalence [mʌl'tivələns]
multiyear ['mʌltijiə]
mumble [mʌmb°l]
mummery ['mʌməri]
mummification [.mʌmifi'keiʃ°n]
mummify ['mʌmifai]
mumpish ['mʌmpiʃ]
munch [mʌnʧ]
mundane [mʌn'dein]
mungo ['mʌŋgəʋ]
municipal [mjʋ'nisip°l]
municipality [mjʋ.nisi'pæləti]
municipalize [mjʋ'nisipəlaiz]
munificence [mjʋ'nifisəns]
munificent [mjʋ'nifisənt]
munition [mjʋ'niʃ°n]
mural ['mjʋərəl]
murder ['mз:də]
murderer ['mз:dərə]
murderess ['mз:dəres]
murderous ['mз:dərəs]
mure [mjʋə]
muriatic [.mjʋəri'ætik]
murine ['mjʋərain]
murk [mз:k]
murky ['mз:ki]
murmur ['mз:mə]
murmurous ['mз:mərəs]
murrain ['mʌrin]
murrey ['mʌri]
muscadine ['mʌskədain]
muscat ['mʌskət]
muscatel [.mʌskə'tel]
muscle [mʌs°l]
Muscovite ['mʌskəvait]
muscular ['mʌskjʋlə]
muscularity [.mʌskjʋ'lærəti]
museum [mjʋ'zi:əm]
mush [mʌʃ]
mushroom ['mʌʃrʋm]
mushy ['mʌʃi]
music case ['mju:zikkeis]
music master ['mju:zik.ma:stə]
music mistress ['mju:zik.mistrəs]
music paper ['mju:zik.peipə]
music rack ['mju:zikræk]
music stand ['mju:zikstænd]
music stool ['mju:zikstu:l]
music ['mju:zik]
music-hall ['mju:zikhɔ:l]
musical ['mju:zik°l]
musicale [.mju:zi'kæl]
musicality [.mju:zi'kæləti]
musician [mjʋ'ziʃ°n]
musicology [.mju:zi'kɒləʤi]
musk [mʌsk]
musk-ox ['mʌskɒks]
muskeg ['mʌskeg]
musket ['mʌskit]
musketeer [.mʌskə'tiə]
musketproof ['mʌskitpru:f]
musketry ['mʌskitri]
muskrat ['mʌskræt]
muskshrew ['mʌskʃru:]
musky ['mʌski]
Muslim ['mʋzləm]
muslin ['mʌzlin]
musquash ['mʌskwɒʃ]
muss [mʌs]
mussel ['mʌs°l]
Mussulman ['mʌs°lmən]
must ['mʌst]
mustache [mə'sta:ʃ]
mustang ['mʌstæŋ]
mustard gas ['mʌstədgæs]
mustard plaster ['mʌstəd.pla:stə]
mustard ['mʌstəd]
mustard-pot ['mʌstədpɒt]
musteline ['mʌsteli:n]
muster ['mʌstə]
mustiness ['mʌstinəs]
mustn't [mʌs°nt]
musty ['mʌsti]
mutability [.mju:tə'biləti]
mutable ['mju:təb°l]
mutagen ['mju:təʤən]
mutate [mjʋ'teit]
mutation [mjʋ'teiʃ°n]
mutative ['mju:tətiv]
mutch [mʌʧ]
mute [mju:t]
muteness ['mju:tnəs]
mutilate ['mju:tileit]
mutilated ['mju:tileitid]
mutilation [.mju:ti'leiʃ°n]
mutineer [.mju:ti'niə]
mutinous ['mju:tinəs]
mutiny ['mju:təni]
mutter ['mʌtə]
mutton chop [.mʌt°n'ʧɒp]
mutton [mʌt°n]
mutton-bird ['mʌt°nbз:d]
mutton-headed ['mʌt°n.hedid]
muttony ['mʌt°ni]
mutual ['mju:ʧʋəl]
mutuality [.mju:ʧʋ'æləti]
muz(z) [mʌz]
muzzle [mʌz°l]
muzzy ['mʌzi]
my [mai]
myall ['maiɔ:l]
mycelium [mai'si:liəm]
Mycenaean [.maisə'ni:ən]
mycology [mai'kɒləʤi]
myocarditis [.maiəʋka:'daitis]
myopia [mai'əʋpiə]
myopic [mai'ɒpik]
myriad ['miriəd]
myrmidon ['mз:midən]
myrrh [mз:]
myrtle [mз:t°l]
myself [mai'self]
mysterious [mi'stiəriəs]
mystery ['mist°ri]
mystic ['mistik]
mysticism ['mistisiz°m]
mystification [.mistifi'keiʃ°n]
mystify ['mistifai]
mystique [mi'sti:k]
myth [miθ]
mythic ['miθik]
mythical ['miθik°l]
mythological [.miθə'lɒʤik°l]
mythology [mi'θɒləʤi]
N, n [en]
nab [næb]
nacelle [nə'sel]
nacre ['neikə]
nacre(o)us ['neikriəs]
nadir ['neidiə]
naevoid ['ni:vɔid]
naevus ['ni:vəs]
nag [næg]
nagger ['nægə]
nagging ['nægiŋ]
naggy ['nægi]
naiad ['naiæd]
naif [nai'i:f]
nail scissors ['neilsizəz]
nail varnish [neil 'va:niʃ]
nail [neil]
nail-biting ['neil .baitiŋ]
nail-brush ['neilbrʌʃ]
naildrawer ['neil.drɔ:ə]
nailer ['neilə]
nainsook ['neinsʋk]
naive [nai'i:v]
naivete´ [nai'i:vətei]
naked ['neikid]
nakedness ['neikidnəs]
name day ['neimdei]
name [neim]
name-child ['neim.ʧaild]
nameless ['neimləs]
namely ['neimli]
nameplate ['neimpleit]
namesake ['neimseik]
nameworthy ['neim.wз:ði]
nancy ['nænsi]
nankeen, nankin [næŋ'ki:n, næn'kin]
nannofossil ['nænəʋ.fɒs°l]
nanny goat ['nænigəʋt]
nanny ['næni]
nap [næp]
napalm ['neipa:m]
nape [neip]
naphthalene ['næfθəli:n]
napkin ['næpkin]
napkin-ring ['næpkinriŋ]
napless ['næpləs]
napoleon [nə'pəʋliən]
Napoleonic [nə.pəʋli'ɒnik]
nappe [næp]
nappy ['næpi]
narcissism ['na:sisiz°m]
narcissist ['na:sisist]
narcissistic ['na:si'sistik]
narcissus [na:'sisəs]
narcosis [na:'kəʋsis]
narcotic [na:'kɒtik]
narcotism ['na:kə.tiz°m]
narcotization [.na:kətai'zeiʃ°n]
narcotize ['na:kətaiz]
narrate [nə'reit]
narration [nə'reiʃ°n]
narrative ['nærətiv]
narrator [nə'reitə]
narrow ['nærəʋ]
narrow-minded [.nærəʋ'maindid]
narrowly ['nærəʋli]
narrowness ['nærəʋnəs]
nasal [neiz°l]
nasalize ['neizəlaiz]
nascence ['næsəns]
nascent [næs°nt]
nasturtium [nə'stз:ʃəm]
nasty ['na:sti]
nat [næt]
natal [neit°l]
natality [nei'tæləti]
natant [nei'tənt]
natation [nə'teiʃ°n]
natational [nei'teiʃ°nəl]
natatorial [.neitə'tɔ:riəl]
natatorium [.neitə'tɔ:riəm]
natatory ['neitətəri]
nates ['neiti:z]
nation [neiʃ°n]
national anthem ['næʃ°nəl 'æn-θəm]
national ['næʃ°nəl]
nationalism ['næʃ°nəl.iz°m]
nationalist ['næʃ°nəlist]
nationalistic [.næʃ°nə'listik]
nationality [.næʃə'næləti]
nationalization [.næʃ°nəlai'zei-ʃ°n]
nationalize ['næʃ°nəlaiz]
nationally ['næʃ°nəli]
nationhood ['neiʃ°nhʋd]
nationwide [.neiʃ°n'waid]
native speaker [.neitiv 'spi:kə]
native ['neitiv]
nativity [nə'tivəti]
natrium ['neitriəm]
natron ['neitrən]
natter ['nætə]
nattery ['nætəri]
natty ['næti]
natural resources [.næʧ°rəl ri'zɔ:s]
natural ['næʧ°rəl]
naturalism ['næʧ°rə.liz°m]
naturalist ['næʧ°rəlist]
naturalistic [.næʧ°rə'listik]
naturalization [.næʧ°rəlai'zeiʃ°n]
naturalize ['næʧ°trəlaiz]
naturally ['næʧ°rəli]
naturalness ['næʧ°rəlnəs]
nature ['neiʧə]
naturopath ['neiʧərəpæθ]
naturopathy [.neiʧə'rɒpəθi]
naughtiness ['nɔ:tinəs]
naughty ['nɔ:ti]
nausea ['nɔ:siə]
nauseate ['nɔ:sieit]
nauseating ['nɔ:zieitiŋ]
nauseous ['nɔ:siəs]
nautical ['nɔ:tik°l]
nautilus ['nɔ:tiləs]
naval ['neiv°l]
nave [neiv]
navel [neiv°l]
navel-cord ['neiv°lkɔ:d]
navel-string ['neiv°lstriŋ]
navigable ['nævigəb°l]
navigate ['nævigeit]
navigating officer ['nævigeitiŋ.-ɒfisə]
navigation [.nævi'geiʃ°n]
navigational [.nævi'geiʃ°nəl]
navigator ['nævigeitə]
navvy ['nævi]
navy list [.neivi'list]
navy ['neivi]
navy-blue [.neivi'blu:]
navy-yard ['neivija:d]
nay [nei]
naze [neiz]
Nazi ['na:tsi]
Nazism ['na:tsiz°m]
neap [ni:p]
Neapolitan [niə'pɒlitən]
near [niə]
nearby [.niə'bai]
nearly ['niəli]
nearshore ['niəʃɔ:]
nearsighted [.niə'saitid]
neat [ni:t]
neat-handed ['ni:t.hændid]
neat-herd ['ni:thз:d]
neatness ['ni:tnəs]
nebula ['nebjʋlə]
nebular ['nebjʋlə]
nebulose ['nebjʋləʋs]
nebulosity [.neblʋ'lɒsəti]
nebulous ['nebjʋləs]
necessarian [.nesə'seəriən]
necessary ['nesəs°ri]
necessitarian [nə.sesi'teəriən]
necessitarianism [nə.sesi'teəriəniz°m]
necessitate [nə'sesiteit]
necessitous [nə'sesitəs]
necessity [nə'sesəti]
neck [nek]
neckband ['nekbænd]
neckcloth ['nekklɒθ]
neckerchief ['nekəʧif]
necking ['nekiŋ]
necklace ['nekləs]
necklet ['neklət]
neckline ['neklain]
neckmould ['nekməʋld]
neckpiece ['nekpi:s]
necktie ['nek.tai]
neckwear ['nekweə]
necrologic [.nekrə'lɒʤik]
necrologist [ne'krɒləʤist]
necrology [ne'krɒləʤi]
necromancer ['nekrəʋmænsə]
necromancy ['nekrəʋmænsi]
necromantic [.nekrəʋ'mæntik]
necropolis [ne'krɒpəlis]
necropsy [ne'krɒpsi]
necrosis [ne'krəʋsis]
necrotic [ni'krɒtik]
nectar ['nektə]
nectariferous [.nektə'rifərəs]
nectarine ['nektəri:n]
nectary ['nektəri]
need [ni:d]
needful ['ni:df°l]
needle [ni:d°l]
needle-bath ['ni:d°lba:θ]
needle-case ['ni:d°lkeis]
needle-lace ['ni:d°lleis]
needle-shaped ['ni:d°lʃeipt]
needleful ['ni:d°lf°l]
needless ['ni:d°ləs]
needlewoman ['ni:d°l.wʋmən]
needlework ['ni:d°lwз:k]
needments ['ni:dmənʧ]
needn't [ni:d°nt]
needs [ni:ʤ]
needy ['ni:di]
nefarious [ni'feəriəs]
negate [ni'geit]
negation [ni'geiʃ°n]
negational [ni'geiʃ°nəl]
negationist [ni'geiʃ°nist]
negative ['negətiv]
negativism ['negətiviz°m]
negativity [.negə'tivəti]
negatory ['negətəri]
neglect [ni'glekt]
neglected [ni'glektid]
neglectful [ni'glektf°l]
negligence ['negliʤ°ns]
negligent ['negliʤ°nt]
negligibility [.negliʤə'biləti]
negligible ['negliʤəb°l]
negotiable [ni'gəʋʃiəb°l]
negotiate [ni'gəʋʃieit]
negotiation [ni.gəʋʃi'eiʃ°n]
negotiator [ni'gəʋʃieitə]
Negress ['ni:gres]
Negro ['ni:grəʋ]
negus ['ni:gəs]
neigh [nei]
neighbour ['neibə]
neighbourhood ['neibəhʋd]
neighbouring ['neibəriŋ]
neighbourliness ['neibəlinəs]
neighbourly ['neibəli]
neighbourship ['neibəʃip]
neither ['naiðə]
nek [nek]
nemo ['neməʋ]
nenuphar ['nenjʋfa:]
neocene ['ni:əʋsi:n]
neolithic [.ni:əʋ'liθik]
neologism [ni'ɒlə.ʤiz°m]
neologize [ni'ɒləʤaiz]
neology [ni'ɒləʤi]
neon ['ni:ɒn]
neonatal [.ni:ə'neit°l]
neonate ['ni:əneit]
neophyte ['ni:əʋfait]
neoplasia [.ni:əʋ'pleiziə]
neoplasm ['ni:əʋ.plæz°m]
neoplastic [.ni:əʋ'plæstik]
neoplasty ['ni:əʋ.plæsti]
neoteric [.ni:əʋ'terik]
nepenthe(s) [ni'penθi, -θi:z]
nephew ['nefju:]
nephology [ne'fɒləʤi]
nephrite ['nefrait]
nephritic [ni'fritik]
nephritis [ni'fraitis]
Neptunian [nep'tju:niən]
nerd [nз:d]
nerdy ['nз:di]
nereid ['niəriid]
nervate ['nз:veit]
nervation [nз:'veiʃ°n]
nerve [nз:v]
nerve-racking ['nз:v.rækiŋ]
nerveless ['nз:vləs]
nervine ['nз:vi:n]
nervous breakdown ['nз:vəs 'breikdaʋn]
nervous ['nз:vəs]
nervousness ['nз:vəsnəs]
nescience ['nesiəns]
nescient ['nesiənt]
ness [nes]
nest [nest]
nestle [nes°l]
nestling ['nestliŋ]
net [net]
netful ['netful]
Netherlander ['neðələndə]
Netherlandish ['neðələndiʃ]
netlike ['netlaik]
netsuke ['netski]
netting ['netiŋ]
nettle rash ['netlræʃ]
nettle [net°l]
nettlesome ['netlsəm]
network ['netwз:k]
neural ['njʋrəl]
neuralgia [njʋ'rælʤə]
neuralgic [njʋ'rælʤik]
neurasthenia [.njʋərəs'θi:niə]
neurasthenic [.njʋərəs'θenik]
neuritis [njʋ'raitis]
neurochemistry [.njʋərəʋ'kemistri]
neurogenic [.njʋərə'ʤenik]
neuroleptic [.njʋərə'leptik]
neurologist [njʋ'rɒləʤist]
neurology [njʋ'rɒləʤi]
neuron ['njʋərɒn]
neuropath ['njʋrəpæθ]
neuropathist [njʋ'rɒpəθist]
neuropathy [.njʋə'rɒpəθi]
neurophysiology [.njʋərəʋ.fizi'ɒlə-ʤi]
neurosis [njʋ'rəʋsis]
neurotic [njʋ'rɒtik]
neurotoxic [.njʋərəʋ'tɒksik]
neuter ['nju:tə]
neutral ['nju:trəl]
neutrality [njʋ'træləti]
neutralization [.nju:trəlai'zeiʃ°n]
neutralize ['nju:trəlaiz]
neve ['nevei]
never ['nevə]
never-to-be-forgotten [.nevətəbifə-'gɒt°n]
nevermore [.nevə'mɔ:]
nevertheless [.nevəðə'ləs]
New Year [.nju:'jiə]
New Year's Day [.nju: jiəz 'dei]
New Year's Eve [.nju: jiəz 'i:v]
new [nju:]
new-fashioned [.nju:'fæʃ°nd]
new-laid [.nju:'leid]
new-made [.nju:'meid]
newborn ['nju:bɔ:n]
newbuilt ['nju:bilt]
newcomer ['nju:.kʌmə]
newel ['nju:əl]
newfallen ['nju:.fɔ:lən]
newfledged ['nju:fleʤd]
Newfoundland ['nju:fndlənd]
newish ['nju:iʃ]
newly ['nju:li]
Newmarket ['nju:.ma:kit]
news bulletin ['nju:z .bʋlətin]
news dealer ['nju:z.di:lə]
news department ['nju:zdi.pa:tmənt]
news sheet ['nju:zʃi:t]
news [nju:z]
news-letter ['nju:z.letə]
newsagent ['nju:z.eiʤ°nt]
newsboard ['nju:zbɔ:d]
newsboy ['nju:zbɔi]
newsbreak ['nju:zbreik]
